epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,5447.69,1.22087,1.37651,1.25663,0.72534,0.63562,0.70944,0.46052,1.30582,1.23334,1.28751,4.38555e-05,4.38555e-05,4.38555e-05
40,5571.31,1.22399,1.37679,1.25979,0.71837,0.63904,0.70931,0.46015,1.30588,1.23211,1.2864,4.16614e-05,4.16614e-05,4.16614e-05
41,5694.93,1.21966,1.37796,1.25932,0.72409,0.63811,0.70966,0.45999,1.30773,1.2329,1.28718,3.94852e-05,3.94852e-05,3.94852e-05
42,5818.6,1.22023,1.3837,1.2607,0.71102,0.6473,0.70979,0.4599,1.30717,1.23233,1.28621,3.73312e-05,3.73312e-05,3.73312e-05
43,5943.42,1.2156,1.3784,1.26106,0.72792,0.63499,0.7105,0.46084,1.30535,1.22954,1.28583,3.52037e-05,3.52037e-05,3.52037e-05
44,6067.66,1.22292,1.38487,1.26095,0.72739,0.63147,0.71046,0.46181,1.30327,1.22817,1.28528,3.31069e-05,3.31069e-05,3.31069e-05
45,6191.07,1.225,1.37261,1.26192,0.71099,0.64628,0.7107,0.45997,1.30618,1.22939,1.28653,3.10453e-05,3.10453e-05,3.10453e-05
46,6314.58,1.21789,1.36711,1.25784,0.72885,0.63355,0.7095,0.46094,1.30642,1.23323,1.28724,2.90228e-05,2.90228e-05,2.90228e-05
47,6438.37,1.20929,1.35815,1.25301,0.72027,0.6404,0.71082,0.46093,1.30459,1.22998,1.28615,2.70435e-05,2.70435e-05,2.70435e-05
48,6562.12,1.22328,1.36732,1.25772,0.71749,0.64267,0.71075,0.46174,1.30577,1.23178,1.28688,2.51115e-05,2.51115e-05,2.51115e-05
49,6686.35,1.21428,1.35934,1.25445,0.71761,0.64233,0.7102,0.46141,1.30639,1.23169,1.28739,2.32306e-05,2.32306e-05,2.32306e-05
50,6810.35,1.21018,1.3626,1.25617,0.71293,0.64868,0.71092,0.46161,1.30607,1.22964,1.28703,2.14046e-05,2.14046e-05,2.14046e-05
51,6933.81,1.21704,1.35879,1.25608,0.70992,0.64774,0.71134,0.46221,1.30678,1.22875,1.28731,1.96373e-05,1.96373e-05,1.96373e-05
52,7057.29,1.21759,1.36441,1.26082,0.72046,0.64177,0.71177,0.46129,1.3046,1.227,1.28482,1.7932e-05,1.7932e-05,1.7932e-05
53,7180.74,1.22818,1.37398,1.26216,0.72113,0.64391,0.71108,0.46207,1.30525,1.23032,1.28635,1.62924e-05,1.62924e-05,1.62924e-05
54,7304.11,1.2177,1.35858,1.25646,0.72109,0.64394,0.7116,0.46174,1.30412,1.22987,1.28548,1.47217e-05,1.47217e-05,1.47217e-05
55,7427.51,1.21966,1.37008,1.26152,0.72751,0.63836,0.71158,0.46164,1.30394,1.22899,1.28582,1.3223e-05,1.3223e-05,1.3223e-05
56,7551.01,1.20697,1.34944,1.24992,0.7156,0.64333,0.71134,0.46235,1.3042,1.22836,1.28589,1.17993e-05,1.17993e-05,1.17993e-05
57,7674.54,1.21522,1.3494,1.25504,0.71973,0.64045,0.71181,0.46214,1.30323,1.22517,1.28485,1.04537e-05,1.04537e-05,1.04537e-05
58,7797.88,1.2071,1.36893,1.25145,0.71523,0.64662,0.71208,0.46169,1.3052,1.22645,1.28576,9.18862e-06,9.18862e-06,9.18862e-06
59,7921.1,1.21501,1.36393,1.25643,0.71358,0.65047,0.71168,0.4614,1.30414,1.22635,1.28504,8.00678e-06,8.00678e-06,8.00678e-06
60,8044.64,1.20656,1.35283,1.25248,0.71929,0.64771,0.71181,0.46248,1.30398,1.22682,1.2855,6.91052e-06,6.91052e-06,6.91052e-06
61,8167.91,1.2129,1.35802,1.25333,0.72458,0.64056,0.7121,0.46259,1.30342,1.22843,1.28558,5.90204e-06,5.90204e-06,5.90204e-06
62,8291.2,1.21813,1.3561,1.25355,0.71023,0.6526,0.71271,0.46227,1.30397,1.22678,1.28512,4.98338e-06,4.98338e-06,4.98338e-06
63,8414.58,1.20847,1.35216,1.25134,0.72053,0.64465,0.71191,0.46224,1.30369,1.22743,1.28569,4.15637e-06,4.15637e-06,4.15637e-06
64,8538,1.21318,1.3452,1.24837,0.71639,0.64915,0.7128,0.46303,1.30395,1.22701,1.28584,3.4227e-06,3.4227e-06,3.4227e-06
65,8661.29,1.20616,1.36764,1.24971,0.71828,0.64442,0.71107,0.46223,1.30355,1.22576,1.28491,2.78384e-06,2.78384e-06,2.78384e-06
66,8784.89,1.21393,1.36388,1.25462,0.72036,0.64366,0.71217,0.46242,1.30283,1.2277,1.28438,2.24107e-06,2.24107e-06,2.24107e-06
67,8908.23,1.20379,1.36031,1.25319,0.72109,0.64299,0.71181,0.46243,1.30368,1.22643,1.28494,1.79549e-06,1.79549e-06,1.79549e-06
68,9031.51,1.21956,1.37499,1.26044,0.71889,0.64481,0.71205,0.46292,1.30249,1.22463,1.28361,1.44799e-06,1.44799e-06,1.44799e-06
69,9154.82,1.21507,1.36158,1.25381,0.72382,0.64182,0.7116,0.46271,1.30271,1.22614,1.2845,1.19927e-06,1.19927e-06,1.19927e-06
70,9278.19,1.20793,1.35215,1.24476,0.72093,0.64527,0.71211,0.46313,1.30378,1.22855,1.28568,1.04984e-06,1.04984e-06,1.04984e-06
