epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1157.82,1.2617,1.12539,1.28801,0.67548,0.49898,0.56595,0.33888,1.55318,1.62476,1.52111,0.000401938,0.000401938,0.000401938
43,1184.93,1.25317,1.10348,1.27798,0.69105,0.54067,0.61555,0.37282,1.48509,1.44813,1.46328,0.000392563,0.000392563,0.000392563
44,1212.23,1.24206,1.10909,1.28025,0.66532,0.5498,0.59549,0.35825,1.49807,1.40017,1.44998,0.000383113,0.000383113,0.000383113
45,1239.62,1.23429,1.09534,1.27404,0.6991,0.55833,0.62119,0.37498,1.47883,1.35771,1.4364,0.000373596,0.000373596,0.000373596
46,1266.64,1.2347,1.07928,1.27216,0.68276,0.54273,0.60687,0.36824,1.50571,1.44187,1.47178,0.000364022,0.000364022,0.000364022
47,1294.11,1.21436,1.06065,1.26209,0.67217,0.56528,0.613,0.37121,1.50194,1.42639,1.45667,0.0003544,0.0003544,0.0003544
48,1321.16,1.22029,1.0573,1.26052,0.67492,0.56358,0.61412,0.37362,1.49592,1.40742,1.45743,0.00034474,0.00034474,0.00034474
49,1348.3,1.21451,1.05091,1.25486,0.67794,0.57971,0.62774,0.38377,1.4748,1.35287,1.43391,0.000335051,0.000335051,0.000335051
50,1375.53,1.21631,1.04246,1.25726,0.67975,0.58156,0.63346,0.38446,1.47366,1.3111,1.43029,0.000325343,0.000325343,0.000325343
51,1402.76,1.19879,1.02937,1.23864,0.66188,0.56854,0.61178,0.37187,1.48646,1.37378,1.44583,0.000315625,0.000315625,0.000315625
52,1429.58,1.19763,1.02317,1.24234,0.67876,0.55478,0.61062,0.36909,1.49479,1.40932,1.45831,0.000305907,0.000305907,0.000305907
53,1456.67,1.19064,1.00389,1.24135,0.66629,0.57893,0.63044,0.3863,1.47569,1.33788,1.44075,0.000296199,0.000296199,0.000296199
54,1483.94,1.19236,1.00542,1.23886,0.68676,0.57139,0.62994,0.38318,1.47469,1.36067,1.44438,0.00028651,0.00028651,0.00028651
55,1510.85,1.17964,1.00361,1.23444,0.66997,0.56696,0.6134,0.37413,1.48158,1.36977,1.44258,0.00027685,0.00027685,0.00027685
56,1537.61,1.16494,0.98633,1.2297,0.65934,0.58632,0.62818,0.38453,1.48529,1.38077,1.44151,0.000267228,0.000267228,0.000267228
57,1564.86,1.1826,0.98505,1.23248,0.69119,0.5702,0.627,0.38228,1.48604,1.35148,1.44796,0.000257654,0.000257654,0.000257654
58,1592.04,1.16363,0.9753,1.22663,0.6833,0.57877,0.63312,0.38961,1.47463,1.34995,1.4508,0.000248137,0.000248137,0.000248137
59,1619.44,1.17157,0.97441,1.21718,0.72794,0.55945,0.63291,0.38737,1.49716,1.34959,1.45953,0.000238687,0.000238687,0.000238687
60,1646.43,1.15211,0.96117,1.22025,0.71099,0.56484,0.63416,0.39406,1.45508,1.33645,1.42223,0.000229312,0.000229312,0.000229312
61,1673.61,1.15276,0.94489,1.21057,0.697,0.57776,0.63339,0.39026,1.46856,1.3783,1.44176,0.000220023,0.000220023,0.000220023
62,1700.43,1.13561,0.94659,1.20779,0.70243,0.5711,0.63148,0.38588,1.47916,1.37695,1.44289,0.000210828,0.000210828,0.000210828
63,1727.69,1.15112,0.94544,1.21062,0.70749,0.56525,0.63104,0.38383,1.49104,1.32631,1.45531,0.000201736,0.000201736,0.000201736
64,1754.9,1.14668,0.93871,1.20566,0.7163,0.578,0.64839,0.39798,1.46439,1.28961,1.43313,0.000192757,0.000192757,0.000192757
65,1782,1.12863,0.91348,1.19406,0.72423,0.57956,0.64919,0.40107,1.45733,1.28827,1.43576,0.0001839,0.0001839,0.0001839
66,1809.14,1.12831,0.91597,1.19593,0.71569,0.58548,0.65449,0.40126,1.45649,1.26039,1.43138,0.000175172,0.000175172,0.000175172
67,1836.46,1.10945,0.90648,1.18736,0.71121,0.58157,0.64122,0.39374,1.47085,1.2947,1.43642,0.000166582,0.000166582,0.000166582
68,1863.86,1.11847,0.90677,1.18927,0.67192,0.5959,0.64284,0.39544,1.46373,1.29678,1.43114,0.00015814,0.00015814,0.00015814
69,1890.48,1.10383,0.88868,1.1824,0.71148,0.59207,0.65037,0.40599,1.45394,1.29995,1.4198,0.000149854,0.000149854,0.000149854
70,1917.71,1.11866,0.90444,1.18764,0.73267,0.57578,0.65075,0.40241,1.45686,1.28111,1.42374,0.00014173,0.00014173,0.00014173
71,1944.84,1.11795,0.91495,1.19787,0.71647,0.58613,0.65568,0.40747,1.45563,1.26952,1.42085,0.000133779,0.000133779,0.000133779
72,1972.14,1.10536,0.88651,1.17569,0.70738,0.59613,0.6553,0.40753,1.45387,1.31541,1.43087,0.000126007,0.000126007,0.000126007
73,1999.24,1.10397,0.89894,1.18861,0.69112,0.61046,0.65949,0.40995,1.44618,1.24805,1.41894,0.000118422,0.000118422,0.000118422
74,2026.15,1.1026,0.88758,1.18297,0.7009,0.60297,0.66261,0.41317,1.44481,1.2567,1.41725,0.000111032,0.000111032,0.000111032
75,2053.15,1.0736,0.86611,1.16962,0.70596,0.60875,0.6637,0.41694,1.44041,1.23137,1.41412,0.000103843,0.000103843,0.000103843
76,2080.55,1.08284,0.86645,1.16517,0.71565,0.58931,0.66317,0.41376,1.4413,1.2456,1.41044,9.68638e-05,9.68638e-05,9.68638e-05
77,2107.18,1.08721,0.86556,1.17088,0.72142,0.6024,0.66463,0.41286,1.44214,1.26283,1.42094,9.01003e-05,9.01003e-05,9.01003e-05
